Arm,Reward,Algorithm
12089,1,Epsilon-Greedy
12090,1,Epsilon-Greedy
12091,1,Epsilon-Greedy
12092,0,Epsilon-Greedy
12093,1,Epsilon-Greedy
12094,0,Epsilon-Greedy
12095,0,Epsilon-Greedy
12096,1,Epsilon-Greedy
12097,0,Epsilon-Greedy
12098,1,Epsilon-Greedy
12099,1,Epsilon-Greedy
12100,1,Epsilon-Greedy
12101,1,Epsilon-Greedy
12102,0,Epsilon-Greedy
12103,1,Epsilon-Greedy
12104,1,Epsilon-Greedy
12105,1,Epsilon-Greedy
12106,1,Epsilon-Greedy
12107,1,Epsilon-Greedy
12108,1,Epsilon-Greedy
12109,1,Epsilon-Greedy
12110,1,Epsilon-Greedy
12111,1,Epsilon-Greedy
12112,1,Epsilon-Greedy
12113,0,Epsilon-Greedy
12114,0,Epsilon-Greedy
12115,1,Epsilon-Greedy
12116,1,Epsilon-Greedy
12117,1,Epsilon-Greedy
12118,1,Epsilon-Greedy
12119,1,Epsilon-Greedy
12120,1,Epsilon-Greedy
12121,1,Epsilon-Greedy
12122,1,Epsilon-Greedy
12123,1,Epsilon-Greedy
12124,0,Epsilon-Greedy
12125,1,Epsilon-Greedy
12126,1,Epsilon-Greedy
12127,1,Epsilon-Greedy
12128,1,Epsilon-Greedy
12129,1,Epsilon-Greedy
12130,1,Epsilon-Greedy
12131,0,Epsilon-Greedy
12132,1,Epsilon-Greedy
12133,1,Epsilon-Greedy
12134,0,Epsilon-Greedy
12135,0,Epsilon-Greedy
12136,1,Epsilon-Greedy
12137,1,Epsilon-Greedy
12138,0,Epsilon-Greedy
12139,1,Epsilon-Greedy
12140,1,Epsilon-Greedy
12141,1,Epsilon-Greedy
12142,1,Epsilon-Greedy
12143,1,Epsilon-Greedy
12144,1,Epsilon-Greedy
12145,0,Epsilon-Greedy
12146,0,Epsilon-Greedy
12147,1,Epsilon-Greedy
12148,0,Epsilon-Greedy
12149,1,Epsilon-Greedy
12150,1,Epsilon-Greedy
12151,1,Epsilon-Greedy
12152,1,Epsilon-Greedy
12153,1,Epsilon-Greedy
12154,1,Epsilon-Greedy
12155,1,Epsilon-Greedy
12156,1,Epsilon-Greedy
12157,1,Epsilon-Greedy
12158,1,Epsilon-Greedy
12159,1,Epsilon-Greedy
12160,1,Epsilon-Greedy
12161,1,Epsilon-Greedy
12162,1,Epsilon-Greedy
12163,0,Epsilon-Greedy
12164,1,Epsilon-Greedy
12165,1,Epsilon-Greedy
12166,1,Epsilon-Greedy
12167,1,Epsilon-Greedy
12168,1,Epsilon-Greedy
12169,1,Epsilon-Greedy
12170,1,Epsilon-Greedy
12171,1,Epsilon-Greedy
12172,1,Epsilon-Greedy
12173,1,Epsilon-Greedy
12174,0,Epsilon-Greedy
12175,1,Epsilon-Greedy
12176,1,Epsilon-Greedy
12177,1,Epsilon-Greedy
12178,1,Epsilon-Greedy
12179,1,Epsilon-Greedy
12180,0,Epsilon-Greedy
12181,1,Epsilon-Greedy
12182,1,Epsilon-Greedy
12183,1,Epsilon-Greedy
12184,1,Epsilon-Greedy
12185,1,Epsilon-Greedy
12186,1,Epsilon-Greedy
12187,1,Epsilon-Greedy
12188,1,Epsilon-Greedy
12189,1,Epsilon-Greedy
12190,0,Epsilon-Greedy
12191,1,Epsilon-Greedy
12192,1,Epsilon-Greedy
12193,1,Epsilon-Greedy
12194,0,Epsilon-Greedy
12195,1,Epsilon-Greedy
12196,1,Epsilon-Greedy
12197,0,Epsilon-Greedy
12198,0,Epsilon-Greedy
12199,1,Epsilon-Greedy
12200,1,Epsilon-Greedy
12201,1,Epsilon-Greedy
12202,1,Epsilon-Greedy
12203,1,Epsilon-Greedy
12204,1,Epsilon-Greedy
12205,1,Epsilon-Greedy
12206,1,Epsilon-Greedy
12207,1,Epsilon-Greedy
12208,0,Epsilon-Greedy
12209,1,Epsilon-Greedy
12210,1,Epsilon-Greedy
12211,1,Epsilon-Greedy
12212,0,Epsilon-Greedy
12213,1,Epsilon-Greedy
12214,1,Epsilon-Greedy
12215,1,Epsilon-Greedy
12216,0,Epsilon-Greedy
12217,0,Epsilon-Greedy
12218,0,Epsilon-Greedy
12219,0,Epsilon-Greedy
12220,1,Epsilon-Greedy
12221,1,Epsilon-Greedy
12222,1,Epsilon-Greedy
12223,1,Epsilon-Greedy
12224,1,Epsilon-Greedy
12225,0,Epsilon-Greedy
12226,0,Epsilon-Greedy
12227,1,Epsilon-Greedy
12228,1,Epsilon-Greedy
12229,1,Epsilon-Greedy
12230,0,Epsilon-Greedy
12231,1,Epsilon-Greedy
12232,1,Epsilon-Greedy
12233,1,Epsilon-Greedy
12234,0,Epsilon-Greedy
12235,1,Epsilon-Greedy
12236,0,Epsilon-Greedy
12237,1,Epsilon-Greedy
12238,1,Epsilon-Greedy
12239,1,Epsilon-Greedy
12240,1,Epsilon-Greedy
12241,1,Epsilon-Greedy
12242,1,Epsilon-Greedy
12243,1,Epsilon-Greedy
12244,1,Epsilon-Greedy
12245,1,Epsilon-Greedy
12246,1,Epsilon-Greedy
12247,1,Epsilon-Greedy
12248,1,Epsilon-Greedy
12249,1,Epsilon-Greedy
12250,1,Epsilon-Greedy
12251,1,Epsilon-Greedy
12252,0,Epsilon-Greedy
12253,1,Epsilon-Greedy
12254,1,Epsilon-Greedy
12255,1,Epsilon-Greedy
12256,0,Epsilon-Greedy
12257,1,Epsilon-Greedy
12258,0,Epsilon-Greedy
12259,1,Epsilon-Greedy
12260,1,Epsilon-Greedy
12261,1,Epsilon-Greedy
12262,1,Epsilon-Greedy
12263,1,Epsilon-Greedy
12264,1,Epsilon-Greedy
12265,1,Epsilon-Greedy
12266,0,Epsilon-Greedy
12267,1,Epsilon-Greedy
12268,1,Epsilon-Greedy
12269,1,Epsilon-Greedy
12270,0,Epsilon-Greedy
12271,0,Epsilon-Greedy
12272,1,Epsilon-Greedy
12273,1,Epsilon-Greedy
12274,1,Epsilon-Greedy
12275,1,Epsilon-Greedy
12276,1,Epsilon-Greedy
12277,0,Epsilon-Greedy
12278,1,Epsilon-Greedy
12279,1,Epsilon-Greedy
12280,1,Epsilon-Greedy
12281,1,Epsilon-Greedy
12282,1,Epsilon-Greedy
12283,1,Epsilon-Greedy
12284,1,Epsilon-Greedy
12285,1,Epsilon-Greedy
12286,1,Epsilon-Greedy
12287,0,Epsilon-Greedy
12288,1,Epsilon-Greedy
12289,1,Epsilon-Greedy
12290,1,Epsilon-Greedy
12291,1,Epsilon-Greedy
12292,0,Epsilon-Greedy
12293,0,Epsilon-Greedy
12294,0,Epsilon-Greedy
12295,1,Epsilon-Greedy
12296,1,Epsilon-Greedy
12297,1,Epsilon-Greedy
12298,0,Epsilon-Greedy
12299,1,Epsilon-Greedy
12300,1,Epsilon-Greedy
12301,1,Epsilon-Greedy
12302,1,Epsilon-Greedy
12303,1,Epsilon-Greedy
12304,1,Epsilon-Greedy
12305,0,Epsilon-Greedy
12306,1,Epsilon-Greedy
12307,0,Epsilon-Greedy
12308,1,Epsilon-Greedy
12309,1,Epsilon-Greedy
12310,0,Epsilon-Greedy
12311,1,Epsilon-Greedy
12312,0,Epsilon-Greedy
12313,1,Epsilon-Greedy
12314,0,Epsilon-Greedy
12315,1,Epsilon-Greedy
12316,1,Epsilon-Greedy
12317,0,Epsilon-Greedy
12318,1,Epsilon-Greedy
12319,1,Epsilon-Greedy
12320,1,Epsilon-Greedy
12321,1,Epsilon-Greedy
12322,1,Epsilon-Greedy
12323,1,Epsilon-Greedy
12324,1,Epsilon-Greedy
12325,1,Epsilon-Greedy
12326,1,Epsilon-Greedy
12327,1,Epsilon-Greedy
12328,1,Epsilon-Greedy
12329,0,Epsilon-Greedy
12330,0,Epsilon-Greedy
12331,0,Epsilon-Greedy
12332,1,Epsilon-Greedy
12333,1,Epsilon-Greedy
12334,1,Epsilon-Greedy
12335,1,Epsilon-Greedy
12336,1,Epsilon-Greedy
12337,1,Epsilon-Greedy
12338,1,Epsilon-Greedy
12339,1,Epsilon-Greedy
12340,1,Epsilon-Greedy
12341,1,Epsilon-Greedy
12342,1,Epsilon-Greedy
12343,1,Epsilon-Greedy
12344,1,Epsilon-Greedy
12345,1,Epsilon-Greedy
12346,1,Epsilon-Greedy
12347,1,Epsilon-Greedy
12348,0,Epsilon-Greedy
12349,1,Epsilon-Greedy
12350,1,Epsilon-Greedy
12351,1,Epsilon-Greedy
12352,1,Epsilon-Greedy
12353,1,Epsilon-Greedy
12354,0,Epsilon-Greedy
12355,1,Epsilon-Greedy
12356,1,Epsilon-Greedy
12357,1,Epsilon-Greedy
12358,1,Epsilon-Greedy
12359,1,Epsilon-Greedy
12360,1,Epsilon-Greedy
12361,1,Epsilon-Greedy
12362,1,Epsilon-Greedy
12363,1,Epsilon-Greedy
12364,1,Epsilon-Greedy
12365,0,Epsilon-Greedy
12366,0,Epsilon-Greedy
12367,1,Epsilon-Greedy
12368,1,Epsilon-Greedy
12369,1,Epsilon-Greedy
12370,1,Epsilon-Greedy
12371,1,Epsilon-Greedy
12372,1,Epsilon-Greedy
12373,0,Epsilon-Greedy
12374,0,Epsilon-Greedy
12375,1,Epsilon-Greedy
12376,1,Epsilon-Greedy
12377,1,Epsilon-Greedy
12378,1,Epsilon-Greedy
12379,0,Epsilon-Greedy
12380,1,Epsilon-Greedy
12381,1,Epsilon-Greedy
12382,1,Epsilon-Greedy
12383,1,Epsilon-Greedy
12384,1,Epsilon-Greedy
12385,1,Epsilon-Greedy
12386,1,Epsilon-Greedy
12387,1,Epsilon-Greedy
12388,0,Epsilon-Greedy
12389,1,Epsilon-Greedy
12390,1,Epsilon-Greedy
12391,1,Epsilon-Greedy
12392,1,Epsilon-Greedy
12393,1,Epsilon-Greedy
12394,1,Epsilon-Greedy
12395,1,Epsilon-Greedy
12396,0,Epsilon-Greedy
12397,0,Epsilon-Greedy
12398,1,Epsilon-Greedy
12399,1,Epsilon-Greedy
12400,1,Epsilon-Greedy
12401,1,Epsilon-Greedy
12402,1,Epsilon-Greedy
12403,1,Epsilon-Greedy
12404,1,Epsilon-Greedy
12405,0,Epsilon-Greedy
12406,1,Epsilon-Greedy
12407,1,Epsilon-Greedy
12408,0,Epsilon-Greedy
12409,1,Epsilon-Greedy
12410,1,Epsilon-Greedy
12411,1,Epsilon-Greedy
12412,1,Epsilon-Greedy
12413,1,Epsilon-Greedy
12414,1,Epsilon-Greedy
12415,1,Epsilon-Greedy
12416,1,Epsilon-Greedy
12417,1,Epsilon-Greedy
12418,1,Epsilon-Greedy
12419,1,Epsilon-Greedy
12420,1,Epsilon-Greedy
12421,1,Epsilon-Greedy
12422,1,Epsilon-Greedy
12423,1,Epsilon-Greedy
12424,1,Epsilon-Greedy
12425,1,Epsilon-Greedy
12426,0,Epsilon-Greedy
12427,0,Epsilon-Greedy
12428,0,Epsilon-Greedy
12429,1,Epsilon-Greedy
12430,1,Epsilon-Greedy
12431,1,Epsilon-Greedy
12432,1,Epsilon-Greedy
12433,1,Epsilon-Greedy
12434,0,Epsilon-Greedy
12435,1,Epsilon-Greedy
12436,1,Epsilon-Greedy
12437,1,Epsilon-Greedy
12438,0,Epsilon-Greedy
12439,1,Epsilon-Greedy
12440,0,Epsilon-Greedy
12441,0,Epsilon-Greedy
12442,1,Epsilon-Greedy
12443,0,Epsilon-Greedy
12444,1,Epsilon-Greedy
12445,1,Epsilon-Greedy
12446,1,Epsilon-Greedy
12447,1,Epsilon-Greedy
12448,1,Epsilon-Greedy
12449,1,Epsilon-Greedy
12450,1,Epsilon-Greedy
12451,1,Epsilon-Greedy
12452,1,Epsilon-Greedy
12453,1,Epsilon-Greedy
12454,0,Epsilon-Greedy
12455,0,Epsilon-Greedy
12456,1,Epsilon-Greedy
12457,1,Epsilon-Greedy
12458,1,Epsilon-Greedy
12459,0,Epsilon-Greedy
12460,1,Epsilon-Greedy
12461,0,Epsilon-Greedy
12462,1,Epsilon-Greedy
12463,1,Epsilon-Greedy
12464,1,Epsilon-Greedy
12465,1,Epsilon-Greedy
12466,1,Epsilon-Greedy
12467,0,Epsilon-Greedy
12468,0,Epsilon-Greedy
12469,1,Epsilon-Greedy
12470,1,Epsilon-Greedy
12471,1,Epsilon-Greedy
12472,1,Epsilon-Greedy
12473,1,Epsilon-Greedy
12474,1,Epsilon-Greedy
12475,1,Epsilon-Greedy
12476,0,Epsilon-Greedy
12477,1,Epsilon-Greedy
12478,1,Epsilon-Greedy
12479,1,Epsilon-Greedy
12480,1,Epsilon-Greedy
12481,1,Epsilon-Greedy
12482,1,Epsilon-Greedy
12483,1,Epsilon-Greedy
12484,1,Epsilon-Greedy
12485,1,Epsilon-Greedy
12486,0,Epsilon-Greedy
12487,1,Epsilon-Greedy
12488,1,Epsilon-Greedy
12489,1,Epsilon-Greedy
12490,1,Epsilon-Greedy
12491,1,Epsilon-Greedy
12492,1,Epsilon-Greedy
12493,1,Epsilon-Greedy
12494,1,Epsilon-Greedy
12495,1,Epsilon-Greedy
12496,0,Epsilon-Greedy
12497,1,Epsilon-Greedy
12498,1,Epsilon-Greedy
12499,0,Epsilon-Greedy
12500,1,Epsilon-Greedy
12501,0,Epsilon-Greedy
12502,1,Epsilon-Greedy
12503,1,Epsilon-Greedy
12504,1,Epsilon-Greedy
12505,1,Epsilon-Greedy
12506,1,Epsilon-Greedy
12507,1,Epsilon-Greedy
12508,1,Epsilon-Greedy
12509,1,Epsilon-Greedy
12510,1,Epsilon-Greedy
12511,1,Epsilon-Greedy
12512,0,Epsilon-Greedy
12513,1,Epsilon-Greedy
12514,0,Epsilon-Greedy
12515,1,Epsilon-Greedy
12516,0,Epsilon-Greedy
12517,1,Epsilon-Greedy
12518,0,Epsilon-Greedy
12519,1,Epsilon-Greedy
12520,1,Epsilon-Greedy
12521,1,Epsilon-Greedy
12522,1,Epsilon-Greedy
12523,1,Epsilon-Greedy
12524,1,Epsilon-Greedy
12525,0,Epsilon-Greedy
12526,1,Epsilon-Greedy
12527,0,Epsilon-Greedy
12528,1,Epsilon-Greedy
12529,1,Epsilon-Greedy
12530,1,Epsilon-Greedy
12531,1,Epsilon-Greedy
12532,0,Epsilon-Greedy
12533,1,Epsilon-Greedy
12534,1,Epsilon-Greedy
12535,1,Epsilon-Greedy
12536,1,Epsilon-Greedy
12537,0,Epsilon-Greedy
12538,1,Epsilon-Greedy
12539,1,Epsilon-Greedy
12540,1,Epsilon-Greedy
12541,1,Epsilon-Greedy
12542,0,Epsilon-Greedy
12543,0,Epsilon-Greedy
12544,0,Epsilon-Greedy
12545,1,Epsilon-Greedy
12546,1,Epsilon-Greedy
12547,1,Epsilon-Greedy
12548,0,Epsilon-Greedy
12549,1,Epsilon-Greedy
12550,1,Epsilon-Greedy
12551,0,Epsilon-Greedy
12552,1,Epsilon-Greedy
12553,1,Epsilon-Greedy
12554,0,Epsilon-Greedy
12555,0,Epsilon-Greedy
12556,1,Epsilon-Greedy
12557,1,Epsilon-Greedy
12558,1,Epsilon-Greedy
12559,1,Epsilon-Greedy
12560,1,Epsilon-Greedy
12561,1,Epsilon-Greedy
12562,1,Epsilon-Greedy
12563,1,Epsilon-Greedy
12564,1,Epsilon-Greedy
12565,0,Epsilon-Greedy
12566,1,Epsilon-Greedy
12567,1,Epsilon-Greedy
12568,0,Epsilon-Greedy
12569,1,Epsilon-Greedy
12570,0,Epsilon-Greedy
12571,0,Epsilon-Greedy
12572,0,Epsilon-Greedy
12573,1,Epsilon-Greedy
12574,1,Epsilon-Greedy
12575,1,Epsilon-Greedy
12576,1,Epsilon-Greedy
12577,1,Epsilon-Greedy
12578,0,Epsilon-Greedy
12579,1,Epsilon-Greedy
12580,1,Epsilon-Greedy
12581,1,Epsilon-Greedy
12582,1,Epsilon-Greedy
12583,0,Epsilon-Greedy
12584,1,Epsilon-Greedy
12585,0,Epsilon-Greedy
12586,1,Epsilon-Greedy
12587,0,Epsilon-Greedy
12588,1,Epsilon-Greedy
12589,1,Epsilon-Greedy
12590,0,Epsilon-Greedy
12591,1,Epsilon-Greedy
12592,0,Epsilon-Greedy
12593,1,Epsilon-Greedy
12594,0,Epsilon-Greedy
12595,1,Epsilon-Greedy
12596,1,Epsilon-Greedy
12597,1,Epsilon-Greedy
12598,1,Epsilon-Greedy
12599,1,Epsilon-Greedy
12600,1,Epsilon-Greedy
12601,0,Epsilon-Greedy
12602,1,Epsilon-Greedy
12603,0,Epsilon-Greedy
12604,1,Epsilon-Greedy
12605,1,Epsilon-Greedy
12606,0,Epsilon-Greedy
12607,1,Epsilon-Greedy
12608,1,Epsilon-Greedy
12609,1,Epsilon-Greedy
12610,0,Epsilon-Greedy
12611,1,Epsilon-Greedy
12612,1,Epsilon-Greedy
12613,0,Epsilon-Greedy
12614,1,Epsilon-Greedy
12615,1,Epsilon-Greedy
12616,1,Epsilon-Greedy
12617,1,Epsilon-Greedy
12618,1,Epsilon-Greedy
12619,1,Epsilon-Greedy
12620,1,Epsilon-Greedy
12621,0,Epsilon-Greedy
12622,1,Epsilon-Greedy
12623,1,Epsilon-Greedy
12624,1,Epsilon-Greedy
12625,1,Epsilon-Greedy
12626,1,Epsilon-Greedy
12627,0,Epsilon-Greedy
12628,1,Epsilon-Greedy
12629,1,Epsilon-Greedy
12630,1,Epsilon-Greedy
12631,0,Epsilon-Greedy
12632,0,Epsilon-Greedy
12633,1,Epsilon-Greedy
12634,1,Epsilon-Greedy
12635,0,Epsilon-Greedy
12636,1,Epsilon-Greedy
12637,0,Epsilon-Greedy
12638,0,Epsilon-Greedy
12639,1,Epsilon-Greedy
12640,1,Epsilon-Greedy
12641,1,Epsilon-Greedy
12642,1,Epsilon-Greedy
12643,1,Epsilon-Greedy
12644,0,Epsilon-Greedy
12645,1,Epsilon-Greedy
12646,1,Epsilon-Greedy
12647,0,Epsilon-Greedy
12648,1,Epsilon-Greedy
12649,1,Epsilon-Greedy
12650,1,Epsilon-Greedy
12651,1,Epsilon-Greedy
12652,1,Epsilon-Greedy
12653,1,Epsilon-Greedy
12654,1,Epsilon-Greedy
12655,1,Epsilon-Greedy
12656,1,Epsilon-Greedy
12657,1,Epsilon-Greedy
12658,1,Epsilon-Greedy
12659,0,Epsilon-Greedy
12660,1,Epsilon-Greedy
12661,1,Epsilon-Greedy
12662,1,Epsilon-Greedy
12663,1,Epsilon-Greedy
12664,1,Epsilon-Greedy
12665,1,Epsilon-Greedy
12666,1,Epsilon-Greedy
12667,1,Epsilon-Greedy
12668,0,Epsilon-Greedy
12669,1,Epsilon-Greedy
12670,1,Epsilon-Greedy
12671,1,Epsilon-Greedy
12672,1,Epsilon-Greedy
12673,1,Epsilon-Greedy
12674,1,Epsilon-Greedy
12675,1,Epsilon-Greedy
12676,0,Epsilon-Greedy
12677,0,Epsilon-Greedy
12678,0,Epsilon-Greedy
12679,0,Epsilon-Greedy
12680,0,Epsilon-Greedy
12681,1,Epsilon-Greedy
12682,1,Epsilon-Greedy
12683,1,Epsilon-Greedy
12684,1,Epsilon-Greedy
12685,1,Epsilon-Greedy
12686,1,Epsilon-Greedy
12687,1,Epsilon-Greedy
12688,1,Epsilon-Greedy
12689,1,Epsilon-Greedy
12690,1,Epsilon-Greedy
12691,1,Epsilon-Greedy
12692,1,Epsilon-Greedy
12693,1,Epsilon-Greedy
12694,0,Epsilon-Greedy
12695,0,Epsilon-Greedy
12696,0,Epsilon-Greedy
12697,0,Epsilon-Greedy
12698,1,Epsilon-Greedy
12699,1,Epsilon-Greedy
12700,1,Epsilon-Greedy
12701,1,Epsilon-Greedy
12702,1,Epsilon-Greedy
12703,1,Epsilon-Greedy
12704,0,Epsilon-Greedy
12705,1,Epsilon-Greedy
12706,1,Epsilon-Greedy
12707,0,Epsilon-Greedy
12708,1,Epsilon-Greedy
12709,1,Epsilon-Greedy
12710,1,Epsilon-Greedy
12711,0,Epsilon-Greedy
12712,1,Epsilon-Greedy
12713,1,Epsilon-Greedy
12714,1,Epsilon-Greedy
12715,0,Epsilon-Greedy
12716,1,Epsilon-Greedy
12717,1,Epsilon-Greedy
12718,0,Epsilon-Greedy
12719,1,Epsilon-Greedy
12720,1,Epsilon-Greedy
12721,1,Epsilon-Greedy
12722,0,Epsilon-Greedy
12723,1,Epsilon-Greedy
12724,1,Epsilon-Greedy
12725,1,Epsilon-Greedy
12726,0,Epsilon-Greedy
12727,1,Epsilon-Greedy
12728,1,Epsilon-Greedy
12729,1,Epsilon-Greedy
12730,0,Epsilon-Greedy
12731,1,Epsilon-Greedy
12732,1,Epsilon-Greedy
12733,1,Epsilon-Greedy
12734,1,Epsilon-Greedy
12735,1,Epsilon-Greedy
12736,1,Epsilon-Greedy
12737,1,Epsilon-Greedy
12738,1,Epsilon-Greedy
12739,0,Epsilon-Greedy
12740,1,Epsilon-Greedy
12741,1,Epsilon-Greedy
12742,1,Epsilon-Greedy
12743,1,Epsilon-Greedy
12744,1,Epsilon-Greedy
12745,1,Epsilon-Greedy
12746,1,Epsilon-Greedy
12747,1,Epsilon-Greedy
12748,1,Epsilon-Greedy
12749,1,Epsilon-Greedy
12750,0,Epsilon-Greedy
12751,0,Epsilon-Greedy
12752,1,Epsilon-Greedy
12753,1,Epsilon-Greedy
12754,0,Epsilon-Greedy
12755,1,Epsilon-Greedy
12756,1,Epsilon-Greedy
12757,1,Epsilon-Greedy
12758,0,Epsilon-Greedy
12759,1,Epsilon-Greedy
12760,1,Epsilon-Greedy
12761,0,Epsilon-Greedy
12762,1,Epsilon-Greedy
12763,1,Epsilon-Greedy
12764,1,Epsilon-Greedy
12765,0,Epsilon-Greedy
12766,1,Epsilon-Greedy
12767,1,Epsilon-Greedy
12768,1,Epsilon-Greedy
12769,1,Epsilon-Greedy
12770,1,Epsilon-Greedy
12771,1,Epsilon-Greedy
12772,1,Epsilon-Greedy
12773,1,Epsilon-Greedy
12774,1,Epsilon-Greedy
12775,0,Epsilon-Greedy
12776,1,Epsilon-Greedy
12777,1,Epsilon-Greedy
12778,0,Epsilon-Greedy
12779,0,Epsilon-Greedy
12780,1,Epsilon-Greedy
12781,1,Epsilon-Greedy
12782,1,Epsilon-Greedy
12783,1,Epsilon-Greedy
12784,1,Epsilon-Greedy
12785,1,Epsilon-Greedy
12786,0,Epsilon-Greedy
12787,1,Epsilon-Greedy
12788,1,Epsilon-Greedy
12789,0,Epsilon-Greedy
12790,1,Epsilon-Greedy
12791,0,Epsilon-Greedy
12792,1,Epsilon-Greedy
12793,1,Epsilon-Greedy
12794,1,Epsilon-Greedy
12795,1,Epsilon-Greedy
12796,1,Epsilon-Greedy
12797,0,Epsilon-Greedy
12798,1,Epsilon-Greedy
12799,1,Epsilon-Greedy
12800,1,Epsilon-Greedy
12801,1,Epsilon-Greedy
12802,1,Epsilon-Greedy
12803,1,Epsilon-Greedy
12804,1,Epsilon-Greedy
12805,1,Epsilon-Greedy
12806,1,Epsilon-Greedy
12807,0,Epsilon-Greedy
12808,1,Epsilon-Greedy
12809,0,Epsilon-Greedy
12810,1,Epsilon-Greedy
12811,1,Epsilon-Greedy
12812,1,Epsilon-Greedy
12813,1,Epsilon-Greedy
12814,0,Epsilon-Greedy
12815,1,Epsilon-Greedy
12816,1,Epsilon-Greedy
12817,1,Epsilon-Greedy
12818,1,Epsilon-Greedy
12819,1,Epsilon-Greedy
12820,0,Epsilon-Greedy
12821,1,Epsilon-Greedy
12822,1,Epsilon-Greedy
12823,1,Epsilon-Greedy
12824,1,Epsilon-Greedy
12825,1,Epsilon-Greedy
12826,1,Epsilon-Greedy
12827,1,Epsilon-Greedy
12828,1,Epsilon-Greedy
12829,1,Epsilon-Greedy
12830,1,Epsilon-Greedy
12831,1,Epsilon-Greedy
12832,1,Epsilon-Greedy
12833,1,Epsilon-Greedy
12834,1,Epsilon-Greedy
12835,1,Epsilon-Greedy
12836,1,Epsilon-Greedy
12837,1,Epsilon-Greedy
12838,1,Epsilon-Greedy
12839,0,Epsilon-Greedy
12840,1,Epsilon-Greedy
12841,1,Epsilon-Greedy
12842,0,Epsilon-Greedy
12843,1,Epsilon-Greedy
12844,1,Epsilon-Greedy
12845,1,Epsilon-Greedy
12846,1,Epsilon-Greedy
12847,1,Epsilon-Greedy
12848,1,Epsilon-Greedy
12849,1,Epsilon-Greedy
12850,1,Epsilon-Greedy
12851,1,Epsilon-Greedy
12852,1,Epsilon-Greedy
12853,1,Epsilon-Greedy
12854,1,Epsilon-Greedy
12855,1,Epsilon-Greedy
12856,0,Epsilon-Greedy
12857,0,Epsilon-Greedy
12858,1,Epsilon-Greedy
12859,1,Epsilon-Greedy
12860,1,Epsilon-Greedy
12861,1,Epsilon-Greedy
12862,1,Epsilon-Greedy
12863,0,Epsilon-Greedy
12864,1,Epsilon-Greedy
12865,1,Epsilon-Greedy
12866,1,Epsilon-Greedy
12867,1,Epsilon-Greedy
12868,1,Epsilon-Greedy
12869,1,Epsilon-Greedy
12870,1,Epsilon-Greedy
12871,1,Epsilon-Greedy
12872,0,Epsilon-Greedy
12873,1,Epsilon-Greedy
12874,0,Epsilon-Greedy
12875,1,Epsilon-Greedy
12876,1,Epsilon-Greedy
12877,1,Epsilon-Greedy
12878,1,Epsilon-Greedy
12879,1,Epsilon-Greedy
12880,0,Epsilon-Greedy
12881,0,Epsilon-Greedy
12882,1,Epsilon-Greedy
12883,1,Epsilon-Greedy
12884,1,Epsilon-Greedy
12885,0,Epsilon-Greedy
12886,0,Epsilon-Greedy
12887,1,Epsilon-Greedy
12888,1,Epsilon-Greedy
12889,1,Epsilon-Greedy
12890,1,Epsilon-Greedy
12891,0,Epsilon-Greedy
12892,1,Epsilon-Greedy
12893,0,Epsilon-Greedy
12894,1,Epsilon-Greedy
12895,1,Epsilon-Greedy
12896,1,Epsilon-Greedy
12897,1,Epsilon-Greedy
12898,1,Epsilon-Greedy
12899,1,Epsilon-Greedy
12900,1,Epsilon-Greedy
12901,1,Epsilon-Greedy
12902,1,Epsilon-Greedy
12903,1,Epsilon-Greedy
12904,1,Epsilon-Greedy
12905,0,Epsilon-Greedy
12906,1,Epsilon-Greedy
12907,1,Epsilon-Greedy
12908,1,Epsilon-Greedy
12909,1,Epsilon-Greedy
12910,1,Epsilon-Greedy
12911,0,Epsilon-Greedy
12912,1,Epsilon-Greedy
12913,1,Epsilon-Greedy
12914,0,Epsilon-Greedy
12915,1,Epsilon-Greedy
12916,0,Epsilon-Greedy
12917,1,Epsilon-Greedy
12918,0,Epsilon-Greedy
12919,1,Epsilon-Greedy
12920,1,Epsilon-Greedy
12921,0,Epsilon-Greedy
12922,0,Epsilon-Greedy
12923,1,Epsilon-Greedy
12924,1,Epsilon-Greedy
12925,0,Epsilon-Greedy
12926,0,Epsilon-Greedy
12927,1,Epsilon-Greedy
12928,1,Epsilon-Greedy
12929,0,Epsilon-Greedy
12930,1,Epsilon-Greedy
12931,1,Epsilon-Greedy
12932,1,Epsilon-Greedy
12933,1,Epsilon-Greedy
12934,0,Epsilon-Greedy
12935,0,Epsilon-Greedy
12936,1,Epsilon-Greedy
12937,0,Epsilon-Greedy
12938,1,Epsilon-Greedy
12939,1,Epsilon-Greedy
12940,1,Epsilon-Greedy
12941,1,Epsilon-Greedy
12942,1,Epsilon-Greedy
12943,1,Epsilon-Greedy
12944,0,Epsilon-Greedy
12945,0,Epsilon-Greedy
12946,1,Epsilon-Greedy
12947,1,Epsilon-Greedy
12948,1,Epsilon-Greedy
12949,1,Epsilon-Greedy
12950,1,Epsilon-Greedy
12951,1,Epsilon-Greedy
12952,1,Epsilon-Greedy
12953,1,Epsilon-Greedy
12954,1,Epsilon-Greedy
12955,0,Epsilon-Greedy
12956,1,Epsilon-Greedy
12957,1,Epsilon-Greedy
12958,1,Epsilon-Greedy
12959,1,Epsilon-Greedy
12960,1,Epsilon-Greedy
12961,1,Epsilon-Greedy
12962,1,Epsilon-Greedy
